Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
American Samoa,ASM,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8025345178.75307,8345556451.38532,8520813138.95756,9225484381.50427,10131426952.3452,10992598238.7867,12349084861.893,11208559942.1383,11775732222.9696,14982811821.6286,15076047876.3041,18299688244.942,15712335514.9885,14332601831.8797,12823563611.0624,12858708596.7757,12639002454.9682,13279917132.4038,11417408754.5842,10692403298.6681
Angola,AGO,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127292000000,132370950800,135150740800,146327707000,160697087900,174356340300,195871912700,177781762700,186777823600,237646112400,239124952700,290255916000,249217269516.209,227332969703.753,203397738392.727,203955181770.149,200470367898.591,210636075329.609,181094365764.631,169594873538.577
Angola,AGO,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2247834009.58387,2924222723.53447,3892834787.41071,3370783826.94089,5926082302.3643,8036148670.92789,10140406043.3264,14887423467.4158,13990132134.6003,13923515933.2966,19956698271.8911,22302972362.2458,28844021801.2191,24670591898.8191,14332601831.8797,6918201623.4875,8922192826.82784,8148455857.64489,5959790773.08386,4655884317.70474,5350749488.44803
Angola,AGO,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49582497800,127292000000,290430000000,281600000000,516512000000,645850000000,777831000000,1117054000000,1109812000000,1312542000000,1914937000000,2181253000000,2853017000000,2574808000000,2292428000000,2297193000000,2621094000000,2684389000000,2608070000000,2937721000000,3628046261520
Angola,AGO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1546327243358,19.1305785372378,21.8542597859949,14.3120629446155,16.0290371753303,15.3417224061598,15.5369347037304,16.8146115372764,19.8985860825078,17.0423458554536,18.2358592210108,17.8426333032037,21.6219487315047,17.9756586545567,16.4328328348133,13.8806850814508,12.9358193168237,10.4745435629873,8.59885628389892,8.68326140931662,7.93829251214106
Angola,AGO,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.98999999999998,2.10000002508104,8.26999995252709,9.82000004961468,8.49999995550634,12.3400000040033,-9.23570396114276,5.06017083157202,27.2346512126293,0.622286762895087,21.3825293942233,-14.1387803733141,-8.78121321806418,-10.5287109662171,0.274065671441079,-1.70861747238435,5.07092770746067,-14.0250000000002,-6.34999999999995
Antigua and Barbuda,ATG,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,217358814.814815,..,..,..,..,..,..
Antigua and Barbuda,ATG,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85259259.2592593,95629629.6296296,105481481.481481,113962962.962963,117814814.814815,135148148.148148,146814814.814815,142925925.925926,155888888.888889,179185185.185185,158629629.62963,168518518.518519,168407407.407407,173851851.851852,201037037.037037,243370370.37037,239888888.888889,205185185.185185,199592592.592593,211000000,202888888.888889,208918518.518519,217358814.814815,226140111.111111,235276185.185185,244781333.333333,254670518.518519,264959185.185185,..
Antigua and Barbuda,ATG,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230200000,258200000,284800000,307700000,318100000,364900000,396400000,385900000,420900000,483800000,428300000,455000000,454700000,469400000,542800000,657100000,647700000,554000000,538900000,569700000,547800000,564080000,586868800,610578300,635245700,660909600,687610400,715389800,..
Antigua and Barbuda,ATG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.931126597784,16.2240961130032,18.272105526542,17.982899589146,17.3099631598709,18.5678957063331,19.1614219283235,17.295625672284,19.4743904131773,22.0026104792094,18.5229233610262,18.3226149391729,16.4627081824765,15.017484139502,15.3140825798079,17.7633481924421,19.5296834906784,17.8623822743262,17.5444879249386,17.584093139827,17.1728982949362,16.717047785009,16.2609425696925,15.7415037718045,16.0272307079025,15.2422043103746,15.0912881830592,19.3361136938612,..
Antigua and Barbuda,ATG,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54358207283.3555,54599926932.0895,55015183426.4555,56208845382.2229,58018536522.4538,59966149173.9144,61538364790.8786,61893475786.4057,60612650454.1591,57534655619.7498,58375134696.7324,59961771265.7479,65871264698.5495,68323337768.4445,73672903786.1845,77367657660.2989,81726748172.5424,86182634081.9939,90116793375.4382,92828674449.1595,97769561788.7283,100648905106.113,107639984288.54,107075546405.895,109899261920.516,107820617066.406,100919959308.458,99004247547.559,106030570964.747
Argentina,ARG,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48879955100,49097314100,49470720800,50544084800,52171394200,53922725300,55336492100,55655814800,54504071800,51736279100,52492054200,53918788600,59232719800,61437671500,66248105100,69570499500,73490278300,77497097400,81034769800,83473345900,87916287700,90505449100,96791963200,96284409700,98823549500,96954391700,90749186300,89026541100,95344747500
Argentina,ARG,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,2981109322.95567,1873293741.48124,1851010086.55162,2292941109.49128,3093333419.90704,2362424326.82205,2598571394.01054,2969714408.66378,3077105358.84717,3377999916.89886,3248124955.47887,6063222189.12736,9527777909.5819,6601594539.00068,4820215361.52499,5119039948.11081,6485598140.13071,7623189691.88905,..,..,..,..,..,..,..,5238095279.67741,5454545411.94322,3444365653.36953,4432002300.89634,6302044992.13424,6807692307.69231,31984701701.7017,33948366600,34445834100,34023284500,35324694300,37352911200,38908460700,39175188600,38037449000,11956773588.4449,14593470488.4092,18301129726.4273,24130382300.7642,28905507926.1954,37348269040.9027,49293062930.4651,52956236298.6285,64237667185.0303,83177086713.2187,90881156804.3051,92774657769.3512,89210530677.4557,107639984288.54,98429812727.8394,113902282152.065,82948270261.6124,73625372107.6101,65123272712.1941,77193313128.5484
Argentina,ARG,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,0.0129936663,0.0129936663,0.0259863306,0.0259863306,0.0259863306,0.0389799997,0.0649600029,0.0779599994,0.0909499973,0.1039400026,0.1169300005,0.1688999981,0.2598499954,0.5456900001,0.8575000167,2.4425899983,9.6404304504,25.595199585,79.124298096,212.68699646,..,..,..,..,..,..,..,1100000,4800000,145800000,2160999936,6008999900,6743700000,31952717000,33948366600,34445834100,34023284500,35324694300,37352911200,38908460700,39175188600,38037449000,38244936000,42996742100,53918788400,70730976600,88982715600,116511660100,156737152200,198469382400,251978673300,341866144100,439092309100,562724686700,776149459000,1077669994700,1452646862200,1886529328600,2330431653000,3544907053700,4593743558500,7332646849400
Argentina,ARG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.88044509523395,7.78963204832989,12.1923745358372,10.2521949603684,7.22902581011462,8.08948631250583,10.8043385563998,9.73927816603499,9.82935062849218,9.50117537009171,9.74254326207249,10.1462160701663,9.3516969606052,11.5393235681285,13.1532327349931,12.5891776401825,9.42009472768441,9.01540997692467,11.1661116654098,11.0078459559273,..,..,..,..,..,..,..,4.7144944990421,4.32191028434568,4.49439596541391,3.13542839161188,3.32176128752774,2.97553802761558,13.5103784728742,13.1869043660659,13.3494556774505,12.5016776609201,12.0620142457633,12.4947749986829,13.7232114149469,13.7841913064131,14.1562743129569,12.235247296692,11.4380567929249,11.114636067696,12.1418612359575,12.4294153726307,12.9893238963619,13.6335132595631,15.903896746884,15.1637178886417,15.6889565165983,16.6454378106252,16.8062377968797,16.9498757371062,18.098379759087,17.6545781863509,17.6968939223042,15.8050971558947,16.4432415862976,16.8914340325918,15.8433870461202
